Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
42,Afghanistan,,03-03-2020,1,0,Afghanistan-,33,65,63,36.3,32.2,48.7,771.7,1009.2,31.3,0.818553666,0.538934894,5.8,0,1
43,Afghanistan,,04-03-2020,1,0,Afghanistan-,33,65,64,35.4,28.4,47.7,771.1,1008.9,28,0.741539135,0.59579778,3.4,0.35,1
44,Afghanistan,,05-03-2020,1,0,Afghanistan-,33,65,65,31.9,27.3,38.5,772.6,1012.9,23.9,0.719891698,-17.09249567,5.1,1.57,1
45,Afghanistan,,06-03-2020,1,0,Afghanistan-,33,65,66,34.1,25.2,45,773.5,1012.8,20.7,0.575927069,0.711339539,4.6,0,1
46,Afghanistan,,07-03-2020,1,0,Afghanistan-,33,65,67,25,18.1,34.7,774.9,1019.9,11.3,0.555647361,-0.142046169,6.6,0,1
47,Afghanistan,,08-03-2020,4,0,Afghanistan-,33,65,68,28.6,16.5,42.1,774.7,1017.5,10,0.452089242,-0.27606323,3.6,0,1
48,Afghanistan,,09-03-2020,4,0,Afghanistan-,33,65,69,31.1,23,41.9,774,1015.2,22.2,0.692369401,-1.768409545,4.4,0,1
49,Afghanistan,,10-03-2020,5,0,Afghanistan-,33,65,70,28.9,24.3,39,773.3,1015.6,17,0.606746166,-0.411377896,5.3,0.12,1
50,Afghanistan,,11-03-2020,7,0,Afghanistan-,33,65,71,26.7,21.7,32.9,772.3,1015.6,16.7,0.655621818,-0.237523862,3.9,0,1
51,Afghanistan,,12-03-2020,7,0,Afghanistan-,33,65,72,30.7,16.9,47.7,775.4,1017.3,20.4,0.652115676,-1.13455383,2.9,0,1
52,Afghanistan,,13-03-2020,7,0,Afghanistan-,33,65,73,35.7,24.3,53.1,778.8,1019,18.4,0.489898628,0.366037992,3,0,1
53,Afghanistan,,14-03-2020,11,0,Afghanistan-,33,65,74,36.4,26.8,53.4,778.2,1017.6,18,0.46838447,0.30257113,5.3,0,1
54,Afghanistan,,15-03-2020,16,0,Afghanistan-,33,65,75,40.1,29.3,52.7,777.7,1015,15.7,0.366766678,0.148837304,9,0,0
55,Afghanistan,,16-03-2020,21,0,Afghanistan-,33,65,76,40.1,29.3,52.7,777.7,1015,15.7,0.366766678,0.148837304,9,0,0
56,Afghanistan,,17-03-2020,22,0,Afghanistan-,33,65,77,43.8,35.8,56.3,778.5,1013.9,32.6,0.643933456,0.206971707,4.8,0.04,1
57,Afghanistan,,18-03-2020,22,0,Afghanistan-,33,65,78,43.8,35.8,56.3,778.5,1013.9,32.6,0.643933456,0.206971707,4.8,0.04,1
58,Afghanistan,,19-03-2020,22,0,Afghanistan-,33,65,79,45.2,32,59.7,775.3,1009.5,32.5,0.607897216,0.184276798,5.3,0.31,1
59,Afghanistan,,20-03-2020,24,0,Afghanistan-,33,65,80,39.4,32.7,43.5,773.2,1009.4,35.5,0.857493195,0.370628425,4.8,1.22,1
60,Afghanistan,,21-03-2020,24,0,Afghanistan-,33,65,81,42.4,34.7,54.3,776.3,1011.9,29.8,0.60673478,0.209660919,2.7,2.2,1
61,Afghanistan,,22-03-2020,40,1,Afghanistan-,33,65,82,44.7,35.8,53.8,774.7,1008.5,31.6,0.597520499,0.184701844,7.5,0,1
62,Afghanistan,,23-03-2020,40,1,Afghanistan-,33,65,83,45,37.9,50.4,769.8,1001.9,36.6,0.721466235,0.220380045,7.3,0.47,1
63,Afghanistan,,24-03-2020,74,1,Afghanistan-,33,65,84,33.1,24.1,43.2,771.6,1010.9,28.5,0.829775564,1.879713428,4.6,5.43,1
64,Afghanistan,,25-03-2020,84,2,Afghanistan-,33,65,85,36.6,23.7,46.4,773.7,1011.6,27.2,0.684181433,0.426117207,4.9,1.22,1
65,Afghanistan,,26-03-2020,94,4,Afghanistan-,33,65,86,37.7,34.2,43.5,775.9,1014,33.4,0.842910063,0.442464289,3.2,0.16,1
66,Afghanistan,,27-03-2020,110,4,Afghanistan-,33,65,87,39.8,32.2,49.5,775.7,1012.5,30.4,0.687745433,0.286456342,6,1.14,1
67,Afghanistan,,28-03-2020,110,4,Afghanistan-,33,65,88,42.3,33.8,53.1,775.6,1011,29.7,0.606604881,0.210835567,3.7,0.24,1
68,Afghanistan,,29-03-2020,120,4,Afghanistan-,33,65,89,43.1,32.5,52.9,774.2,1008.7,29.2,0.57630409,0.191689343,6.1,0,1
69,Afghanistan,,30-03-2020,170,4,Afghanistan-,33,65,90,39.5,32.5,51.1,773.1,1009.2,31.6,0.730529432,0.31276179,4.9,0.35,1
70,Afghanistan,,31-03-2020,174,4,Afghanistan-,33,65,91,39.5,32.5,51.1,773.1,1009.2,31.6,0.730529432,0.31276179,4.9,0.35,1
71,Afghanistan,,01-04-2020,237,4,Afghanistan-,33,65,92,38.4,30.6,46.9,777,1015.1,26.8,0.626898879,0.301260884,4,1.42,1
72,Afghanistan,,02-04-2020,273,6,Afghanistan-,33,65,93,47.6,30.9,57.6,776.8,1009.7,25.7,0.420320259,0.118095103,4.3,0.04,1
73,Afghanistan,,03-04-2020,281,6,Afghanistan-,33,65,94,48.7,37.8,59.9,777.7,1010.3,29.3,0.467647086,0.127931664,4.9,0.08,0
74,Afghanistan,,04-04-2020,299,7,Afghanistan-,33,65,95,45.5,39,57.2,777.3,1011.5,33.2,0.618138963,0.185324911,6.3,0,1
75,Afghanistan,,05-04-2020,349,7,Afghanistan-,33,65,96,45.5,39,57.2,777.3,1011.5,33.2,0.618138963,0.185324911,6.3,0,1
76,Afghanistan,,06-04-2020,367,11,Afghanistan-,33,65,97,45.5,39,57.2,777.3,1011.5,33.2,0.618138963,0.185324911,6.3,0,1
77,Afghanistan,,07-04-2020,423,14,Afghanistan-,33,65,98,45.5,39,57.2,777.3,1011.5,33.2,0.618138963,0.185324911,6.3,0,1
78,Afghanistan,,08-04-2020,444,14,Afghanistan-,33,65,99,45.5,39,57.2,777.3,1011.5,33.2,0.618138963,0.185324911,6.3,0,1
115,Albania,,22-01-2020,0,0,Albania-,41.1533,20.1683,22,42.3,31.3,55.8,18.9,1029.3,32.8,0.687721065,0.23902884,0.2,0,0
116,Albania,,23-01-2020,0,0,Albania-,41.1533,20.1683,23,44.1,34.2,59.4,13.9,1024.2,36.1,0.732094071,0.232129251,0.2,0,0
117,Albania,,24-01-2020,0,0,Albania-,41.1533,20.1683,24,46.7,32,63,15.4,1025.7,34.8,0.629623174,0.181447289,0.8,0,0
118,Albania,,25-01-2020,0,0,Albania-,41.1533,20.1683,25,51.5,42.4,59,13.8,1023.9,45.3,0.791856496,0.205985282,0.7,0,1
119,Albania,,26-01-2020,0,0,Albania-,41.1533,20.1683,26,52.5,49.6,55.8,8.8,1018.8,51.8,0.97439338,0.250212276,0.5,0.06,1
120,Albania,,27-01-2020,0,0,Albania-,41.1533,20.1683,27,50.9,49.3,55,4.4,1014.5,50.7,0.992574625,0.260514135,2.5,1.38,1
121,Albania,,28-01-2020,0,0,Albania-,41.1533,20.1683,28,52.7,48.2,57.2,4.1,1014.2,47.7,0.829612022,0.212542417,1.6,0.08,1
122,Albania,,29-01-2020,0,0,Albania-,41.1533,20.1683,29,54,50.4,62.2,999,1008.9,51.2,0.901614307,0.228011871,1.7,1.1,1
123,Albania,,30-01-2020,0,0,Albania-,41.1533,20.1683,30,49.8,43.5,60.4,5.1,1015.2,41,0.715021317,0.191246285,1.7,0.39,1
124,Albania,,31-01-2020,0,0,Albania-,41.1533,20.1683,31,49.5,37.4,62.6,8.7,1018.8,37.5,0.630571768,0.169633638,1.1,0,0
125,Albania,,01-02-2020,0,0,Albania-,41.1533,20.1683,32,55.1,49.1,65.1,7.5,1017.5,49.3,0.8066253,0.2022776,1.5,0.01,1
126,Albania,,02-02-2020,0,0,Albania-,41.1533,20.1683,33,55.7,50,64.4,7.2,1017.2,48.4,0.762886241,0.190601806,1.5,0,0
127,Albania,,03-02-2020,0,0,Albania-,41.1533,20.1683,34,55.9,46.4,65.1,5.9,1015.9,49.5,0.789276673,0.196977945,1.4,0,0
128,Albania,,04-02-2020,0,0,Albania-,41.1533,20.1683,35,56.1,46.8,65.5,995.8,1005.7,47.7,0.732253855,0.182557179,4,0,1
129,Albania,,05-02-2020,0,0,Albania-,41.1533,20.1683,36,47.4,42.1,53.6,985,994.9,29.1,0.487138086,0.137602361,6,0.24,1
130,Albania,,06-02-2020,0,0,Albania-,41.1533,20.1683,37,42.4,37.4,50,1.5,1011.7,12.9,0.296888101,0.102591501,7.5,0,0
131,Albania,,07-02-2020,0,0,Albania-,41.1533,20.1683,38,42.6,33.8,57.9,9,1019.3,20,0.400390129,0.136798322,1,0,0
132,Albania,,08-02-2020,0,0,Albania-,41.1533,20.1683,39,46.3,31.6,59,14,1024.3,27.5,0.475614996,0.138776458,0.3,0,0
133,Albania,,09-02-2020,0,0,Albania-,41.1533,20.1683,40,46.3,34.7,61.5,18.1,1028.3,33.9,0.616676553,0.179935848,1,0,0
134,Albania,,10-02-2020,0,0,Albania-,41.1533,20.1683,41,51,42.1,59.4,12.5,1022.7,43.6,0.75591028,0.198090654,1.8,0,0
135,Albania,,11-02-2020,0,0,Albania-,41.1533,20.1683,42,59,53.6,64.4,1.9,1011.8,51.4,0.757198695,0.18717442,2.5,0,0
136,Albania,,12-02-2020,0,0,Albania-,41.1533,20.1683,43,57.5,53.2,65.5,2.1,1012,54.4,0.893068024,0.22141263,2,0,1
137,Albania,,13-02-2020,0,0,Albania-,41.1533,20.1683,44,53.8,44.6,67.6,9.1,1019.2,43.7,0.684102795,0.173312007,0.8,0,0
138,Albania,,14-02-2020,0,0,Albania-,41.1533,20.1683,45,51.9,48.2,57.6,4,1014,43.5,0.728241579,0.18840666,2.1,0.59,1
139,Albania,,15-02-2020,0,0,Albania-,41.1533,20.1683,46,51.2,39.9,65.1,7.7,1017.8,32.5,0.484913694,0.126690298,1.8,0,0
140,Albania,,16-02-2020,0,0,Albania-,41.1533,20.1683,47,51.2,40.1,64.8,14.6,1024.8,32.7,0.488832977,0.127714264,1.2,0,0
141,Albania,,17-02-2020,0,0,Albania-,41.1533,20.1683,48,50.6,38.5,64.4,13.3,1023.4,39.4,0.652027765,0.171959755,0.7,0,0
142,Albania,,18-02-2020,0,0,Albania-,41.1533,20.1683,49,50.7,39.2,62.2,8.3,1018.4,44.3,0.785204268,0.206744584,0.8,0,0
143,Albania,,19-02-2020,0,0,Albania-,41.1533,20.1683,50,52.5,45.5,64,5.1,1015.2,48.2,0.851680124,0.218701016,0.4,0,0
144,Albania,,20-02-2020,0,0,Albania-,41.1533,20.1683,51,51.2,46.8,58.1,2.6,1012.6,35.7,0.551114105,0.143986056,4.1,0.21,1
145,Albania,,21-02-2020,0,0,Albania-,41.1533,20.1683,52,45.7,33.1,58.3,8.1,1018.3,26.8,0.472752027,0.140735012,0.8,0,0
146,Albania,,22-02-2020,0,0,Albania-,41.1533,20.1683,53,49,40.6,58.6,13.1,1023.3,27.2,0.424244104,0.115302303,3.3,0,0
147,Albania,,23-02-2020,0,0,Albania-,41.1533,20.1683,54,48.5,36.3,60.1,13.4,1023.6,33.7,0.562945091,0.15470052,1.5,0,0
148,Albania,,24-02-2020,0,0,Albania-,41.1533,20.1683,55,51.6,39.2,66.2,7.4,1017.4,42.6,0.711320897,0.184776698,2.6,0,0
149,Albania,,25-02-2020,0,0,Albania-,41.1533,20.1683,56,55.6,43.2,67.1,2.2,1012.2,47.1,0.729016966,0.182244697,0.8,0,0
150,Albania,,26-02-2020,0,0,Albania-,41.1533,20.1683,57,57.1,46.4,65.8,993.9,1003.8,45.9,0.659536442,0.163727147,4.5,0,0
151,Albania,,27-02-2020,0,0,Albania-,41.1533,20.1683,58,48.9,44.6,56.5,995.2,1005.2,42.7,0.789837433,0.215125145,5,0.47,1
152,Albania,,28-02-2020,0,0,Albania-,41.1533,20.1683,59,46,41,53.2,999.3,1009.4,40.7,0.815651885,0.240338161,2.3,0.63,1
153,Albania,,29-02-2020,0,0,Albania-,41.1533,20.1683,60,45.8,33.8,59,6.3,1016.4,29.1,0.517612064,0.153556258,1.7,0,0
154,Albania,,01-03-2020,0,0,Albania-,41.1533,20.1683,61,52.4,39.6,67.3,3.9,1013.9,35.6,0.525019772,0.134979016,1.2,0,0
155,Albania,,02-03-2020,0,0,Albania-,41.1533,20.1683,62,63,52.7,69.8,998.5,1008.3,48.2,0.582269135,0.144624865,5.5,0,0
156,Albania,,03-03-2020,0,0,Albania-,41.1533,20.1683,63,63.3,54.7,70.7,993,1002.7,46,0.53008988,0.131795805,7.2,0,1
157,Albania,,04-03-2020,0,0,Albania-,41.1533,20.1683,64,50.6,47.1,54.5,993.9,1003.9,46,0.840954024,0.221785414,2.1,1.34,1
158,Albania,,05-03-2020,0,0,Albania-,41.1533,20.1683,65,53,46.4,61.7,996.4,1006.3,42.3,0.667605795,0.170473119,1.5,0.01,0
159,Albania,,06-03-2020,0,0,Albania-,41.1533,20.1683,66,52.9,44.6,62.6,995,1004.9,39.6,0.603368938,0.154236692,2.4,0.08,1
160,Albania,,07-03-2020,0,0,Albania-,41.1533,20.1683,67,52.7,49.6,57.9,995.4,1005.3,51.6,0.960056477,0.245961628,2,0.87,1
161,Albania,,08-03-2020,0,0,Albania-,41.1533,20.1683,68,52.6,48.2,59.9,999.4,1009.3,48.6,0.86140712,0.220940893,3.5,0.79,1
162,Albania,,09-03-2020,2,0,Albania-,41.1533,20.1683,69,52.2,47.5,60.1,998.4,1008.4,44.4,0.745477251,0.192126392,2.1,0.01,1
163,Albania,,10-03-2020,10,0,Albania-,41.1533,20.1683,70,52,40.1,62.6,999.4,1009.4,40.7,0.651127741,0.168236713,1.4,0,0
164,Albania,,11-03-2020,12,1,Albania-,41.1533,20.1683,71,52.8,44.6,63,5.4,1015.4,41.4,0.649540662,0.166222313,2.4,0,0
165,Albania,,12-03-2020,23,1,Albania-,41.1533,20.1683,72,56.1,44.6,72.5,7,1016.9,46,0.686580765,0.171170485,0.5,0,0
166,Albania,,13-03-2020,33,1,Albania-,41.1533,20.1683,73,58.4,49.3,74.1,1,1010.9,50.1,0.737166637,0.182373832,0.8,0,0
167,Albania,,14-03-2020,38,1,Albania-,41.1533,20.1683,74,59.2,50.7,72.7,999.9,1009.8,53.7,0.818533597,0.202300103,0.8,0,0
168,Albania,,15-03-2020,42,1,Albania-,41.1533,20.1683,75,55.8,52.2,59.7,2.2,1012.2,48.7,0.768732169,0.191954956,3.3,0.51,1
169,Albania,,16-03-2020,51,1,Albania-,41.1533,20.1683,76,55.5,43.2,68.7,10.9,1020.9,28.9,0.357563598,0.089439167,5,0,0
170,Albania,,17-03-2020,55,1,Albania-,41.1533,20.1683,77,52.7,42.1,63.7,15.3,1025.4,27.8,0.378851338,0.097059802,2.8,0,0
171,Albania,,18-03-2020,59,2,Albania-,41.1533,20.1683,78,56.4,42.8,72.3,10.9,1021,38.2,0.502356602,0.125061545,1.9,0,0
172,Albania,,19-03-2020,64,2,Albania-,41.1533,20.1683,79,57.9,47.3,68.4,11.2,1021.2,33.6,0.396356023,0.098160288,1.5,0,0
173,Albania,,20-03-2020,70,2,Albania-,41.1533,20.1683,80,56,45.5,68.7,9,1019,42.3,0.598004718,0.149163979,2.5,0,0
174,Albania,,21-03-2020,76,2,Albania-,41.1533,20.1683,81,57.5,44.6,73.4,4.2,1014.1,44,0.604540736,0.149879909,1,0,0
175,Albania,,22-03-2020,89,2,Albania-,41.1533,20.1683,82,58.5,48.2,69.8,0.1,1010,42.8,0.556778938,0.13772282,2,0,1
176,Albania,,23-03-2020,104,4,Albania-,41.1533,20.1683,83,51.1,46.8,56.1,0.8,1010.8,40.2,0.660290884,0.172769075,2.7,0.01,1
177,Albania,,24-03-2020,123,5,Albania-,41.1533,20.1683,84,44.2,39.2,51.4,3.1,1013.2,35,0.698099012,0.220378688,2.3,0.03,0
178,Albania,,25-03-2020,146,5,Albania-,41.1533,20.1683,85,47.3,34.7,60.8,1.5,1011.7,34.4,0.605735483,0.171571146,5,0,0
179,Albania,,26-03-2020,174,6,Albania-,41.1533,20.1683,86,59.7,53.6,69.4,994.8,1004.6,34.7,0.388148872,0.095908287,9.2,0.01,0
180,Albania,,27-03-2020,186,8,Albania-,41.1533,20.1683,87,55.3,50.7,59,998.2,1008.1,46.9,0.731496006,0.183198733,3.4,0.08,1
181,Albania,,28-03-2020,197,10,Albania-,41.1533,20.1683,88,53.9,48.2,63.7,999.3,1009.3,48.1,0.805761285,0.203950218,1.5,0.16,1
182,Albania,,29-03-2020,212,10,Albania-,41.1533,20.1683,89,55,49.1,64.8,998.7,1008.6,49.1,0.803532827,0.201638516,2,0,1
183,Albania,,30-03-2020,223,11,Albania-,41.1533,20.1683,90,57.7,45.5,70.9,997.9,1007.7,41.6,0.547158102,0.135576706,0.8,0,0
184,Albania,,31-03-2020,243,15,Albania-,41.1533,20.1683,91,56.4,48.2,68,999,1008.9,44.4,0.638905894,0.159055455,2.5,0,1
185,Albania,,01-04-2020,259,15,Albania-,41.1533,20.1683,92,44.9,39.9,51.1,998,1008.1,42.6,0.915507952,0.28074599,2,1.5,1
186,Albania,,02-04-2020,277,16,Albania-,41.1533,20.1683,93,46.4,34.7,59,999.6,1009.7,35.1,0.644486871,0.187454823,1.5,0,0
187,Albania,,03-04-2020,304,17,Albania-,41.1533,20.1683,94,49.8,39.9,59.4,999.3,1009.4,41.7,0.734692973,0.196507849,0.2,0,1
188,Albania,,04-04-2020,333,20,Albania-,41.1533,20.1683,95,58.3,48.9,69.1,996.7,1006.6,39.8,0.499221635,0.123529187,4.8,0.02,1
189,Albania,,05-04-2020,361,20,Albania-,41.1533,20.1683,96,58.3,48.9,69.1,996.7,1006.6,39.8,0.499221635,0.123529187,4.8,0.02,1
190,Albania,,06-04-2020,377,21,Albania-,41.1533,20.1683,97,58.3,48.9,69.1,996.7,1006.6,39.8,0.499221635,0.123529187,4.8,0.02,1
191,Albania,,07-04-2020,383,22,Albania-,41.1533,20.1683,98,58.3,48.9,69.1,996.7,1006.6,39.8,0.499221635,0.123529187,4.8,0.02,1
192,Albania,,08-04-2020,400,22,Albania-,41.1533,20.1683,99,58.3,48.9,69.1,996.7,1006.6,39.8,0.499221635,0.123529187,4.8,0.02,1
229,Algeria,,22-01-2020,0,0,Algeria-,28.0339,1.6596,22,64.9,49.6,82.4,999.9,1017.1,25.7,0.223737256,0.055996462,5.5,0,0
230,Algeria,,23-01-2020,0,0,Algeria-,28.0339,1.6596,23,62,44.6,80.6,999.9,1019.6,24.3,0.233886979,0.057934869,1.6,0,0
231,Algeria,,24-01-2020,0,0,Algeria-,28.0339,1.6596,24,62.6,48.2,80.6,999.9,1021.6,29.3,0.281433885,0.069818915,0.9,0,0
232,Algeria,,25-01-2020,0,0,Algeria-,28.0339,1.6596,25,64.8,50,77,999.9,1021.6,27.8,0.244860956,0.061254205,3.8,0,0
233,Algeria,,26-01-2020,0,0,Algeria-,28.0339,1.6596,26,68.1,55.4,82.4,999.9,1019.4,38.6,0.336623185,0.085867087,2.7,0,0
234,Algeria,,27-01-2020,0,0,Algeria-,28.0339,1.6596,27,66.9,59,78.8,999.9,1020.3,30.3,0.251964425,0.063762083,13.2,0,0
235,Algeria,,28-01-2020,0,0,Algeria-,28.0339,1.6596,28,63.8,55.4,75.2,999.9,1021.8,34.7,0.335397172,0.083542753,14.5,0,0
236,Algeria,,29-01-2020,0,0,Algeria-,28.0339,1.6596,29,64.2,55,75.6,999.9,1022.2,31.9,0.295548598,0.073736487,14.4,0,0
237,Algeria,,30-01-2020,0,0,Algeria-,28.0339,1.6596,30,64,53.2,77,999.9,1022.6,25.1,0.225263336,0.056154521,11.5,0,0
238,Algeria,,31-01-2020,0,0,Algeria-,28.0339,1.6596,31,66.9,52.7,82.4,999.9,1020.7,23.5,0.190321652,0.048162771,12.4,0,0
239,Algeria,,01-02-2020,0,0,Algeria-,28.0339,1.6596,32,69.9,59,82.4,999.9,1020.2,27.6,0.203329262,0.052577433,11.9,0,0
240,Algeria,,02-02-2020,0,0,Algeria-,28.0339,1.6596,33,67.4,57.2,79,999.9,1022.9,28.8,0.232916788,0.059131063,14.2,0,0
241,Algeria,,03-02-2020,0,0,Algeria-,28.0339,1.6596,34,67,58.6,78.8,999.9,1024.5,32,0.268984618,0.068111933,18.2,0,0
242,Algeria,,04-02-2020,0,0,Algeria-,28.0339,1.6596,35,70.3,57,82.6,999.9,1024,35.1,0.271666417,0.070479098,13.7,0,0
243,Algeria,,05-02-2020,0,0,Algeria-,28.0339,1.6596,36,68.1,50,84.2,999.9,1019.2,34.4,0.285066231,0.072715749,6.1,0,0
244,Algeria,,06-02-2020,0,0,Algeria-,28.0339,1.6596,37,65.2,57.2,75.2,999.9,1020.5,30.8,0.272902479,0.068401842,16.4,0,0
245,Algeria,,07-02-2020,0,0,Algeria-,28.0339,1.6596,38,62.4,51.8,75.2,999.9,1022.1,19.4,0.187523759,0.046496014,20.5,0,0
